name,description,url
httpbog,"A slow HTTP denial-of-service tool that works similarly to other attacks, but rather than leveraging request headers or POST data Bog consumes sockets by slowly reading responses.",http://sourceforge.net/projects/httpbog/
httpforge,"A set of shell tools that let you manipulate, send, receive, and analyze HTTP messages. These tools can be used to test, discover, and assert the security of Web servers, apps, and sites. An accompanying Python library is available for extensions.",http://packetstormsecurity.com/files/98109/HTTPForge.02.01.html
httpgrep,A python tool which scans for HTTP servers and finds given strings in HTTP body and HTTP response headers.,https://nullsecurity.net/tools/scanner.html
httppwnly,"""Repeater"" style XSS post-exploitation tool for mass browser control.",https://github.com/Danladi/HttpPwnly
httprecon,"Tool for web server fingerprinting, also known as http fingerprinting.",http://www.computec.ch/projekte/httprecon/?s=download
httprint,A web server fingerprinting tool.,http://www.net-square.com/httprint.html
httprint-win32,A web server fingerprinting tool (Windows binaries).,http://net-square.com/httprint
httprobe,Take a list of domains and probe for working HTTP and HTTPS servers,https://github.com/tomnomnom/httprobe
httpry,A specialized packet sniffer designed for displaying and logging HTTP traffic.,http://dumpsterventures.com/jason/httpry/
httpscreenshot,A tool for grabbing screenshots and HTML of large numbers of websites.,https://github.com/breenmachine/httpscreenshot
httpsniff,Tool to sniff HTTP responses from TCP/IP based networks and save contained files locally for later review.,http://www.sump.org/projects/httpsniff/
httpsscanner,A tool to test the strength of a SSL web server.,https://code.google.com/p/libre-tools/
httpx,A fast and multi-purpose HTTP toolkit allow to run multiple probers using retryablehttp library.,https://github.com/projectdiscovery/httpx
hubbit-sniffer,Simple application that listens for WIFI-frames and records the mac-address of the sender and posts them to a REST-api.,https://github.com/cthit/hubbIT-sniffer
hulk,A webserver DoS tool (Http Unbearable Load King) ported to Go with some additional features.,https://github.com/grafov/hulk
hungry-interceptor,"Intercepts data, does something with it, stores it.",https://github.com/nbuechler/hungry-interceptor
hurl-encoder,Hexadecimal & URL (en/de)coder.,https://github.com/fnord0/hURL
hwk,Collection of packet crafting and wireless network flooding tools,http://www.nullsecurity.net/
hxd,Freeware Hex Editor and Disk Editor.,https://mh-nexus.de/en/hxd/
hyde,Just another tool in C to do DDoS (with spoofing).,https://github.com/CoolerVoid/Hyde
hyenae,Flexible platform independent packet generator.,http://sourceforge.net/projects/hyenae/
hyperfox,A security tool for proxying and recording HTTP and HTTPs traffic.,https://github.com/xiam/hyperfox
hyperion-crypter,A runtime encrypter for 32-bit and 64-bit portable executables.,http://nullsecurity.net/tools/binary.html
iaxflood,IAX flooder.,http://www.hackingexposedvoip.com/
iaxscan,A Python based scanner for detecting live IAX/2 hosts and then enumerating (by bruteforce) users on those hosts.,http://code.google.com/p/iaxscan/
ibrute,"An AppleID password bruteforce tool. It uses Find My Iphone service API, where bruteforce protection was not implemented.",https://github.com/hackappcom/ibrute/
icloudbrutter,Tool for AppleID Bruteforce.,https://github.com/m4ll0k/iCloudBrutter
icmpquery,Send and receive ICMP queries for address mask and current time.,http://www.angio.net/security/
icmpsh,Simple reverse ICMP shell.,https://github.com/inquisb/icmpsh
icmptx,IP over ICMP tunnel.,http://thomer.com/icmptx/
id-entify,Search for information related to a domain: Emails - IP addresses - Domains - Information on WEB technology - Type of Firewall - NS and MX records.,https://github.com/BillyV4/ID-entify
ida-free,Freeware version of the world's smartest and most feature-full disassembler.,https://hex-rays.com/ida-free/
idb,A tool to simplify some common tasks for iOS pentesting and research.,https://rubygems.org/gems/idb
identywaf,Blind WAF identification tool.,https://github.com/stamparm/identYwaf
idswakeup,A collection of tools that allows to test network intrusion detection systems.,http://www.hsc.fr/ressources/outils/idswakeup/index.html.en
ifchk,A network interface promiscuous mode detection tool.,http://www.noorg.org/ifchk/
ifuzz,A binary file fuzzer with several options.,http://www.fuzzing.org/
iheartxor,A tool for bruteforcing encoded strings within a boundary defined by a regular expression. It will bruteforce the key value range of 0x1 through 0x255.,http://hooked-on-mnemonics.blogspot.com.es/p/iheartxor.html
iis-shortname-scanner,An IIS shortname Scanner.,https://github.com/lijiejie/IIS_shortname_Scanner
iisbruteforcer,HTTP authentication cracker. It's a tool that launchs an online dictionary attack to test for weak or simple passwords against protected areas on an IIS Web server.,http://www.open-labs.org/
ike-scan,"A tool that uses IKE protocol to discover, fingerprint and test IPSec VPN servers.",http://www.nta-monitor.com/tools/ike-scan/
ikecrack,An IKE/IPSec crack tool designed to perform Pre-Shared-Key analysis of RFC compliant aggressive mode authentication,http://sourceforge.net/projects/ikecrack/
ikeforce,A command line IPSEC VPN brute forcing tool for Linux that allows group name/ID enumeration and XAUTH brute forcing capabilities.,https://github.com/SpiderLabs/ikeforce
ikeprobe,Determine vulnerabilities in the PSK implementation of the VPN server.,http://www.ernw.de/download/ikeprobe.zip
ikeprober,"Tool crafting IKE initiator packets and allowing many options to be manually set. Useful to find overflows, error conditions and identifiyng vendors",http://ikecrack.sourceforge.net/
ilo4-toolbox,Toolbox for HPE iLO4 analysis.,https://github.com/airbus-seclab/ilo4_toolbox
ilty,An interception phone system for VoIP network.,http://chdir.org/~nico/ilty/
imagegrep,Grep word in pdf or image based on OCR.,https://github.com/coderofsalvation/imagegrep-bash
imagejs,Small tool to package javascript into a valid image file.,https://github.com/jklmnn/imagejs
imagemounter,Command line utility and Python package to ease the (un)mounting of forensic disk images.,https://github.com/ralphje/imagemounter
imhex,"A Hex Editor for Reverse Engineers, Programmers and people that value their eye sight when working at 3 AM.",https://github.com/WerWolv/ImHex
impacket-ba,Collection of classes for working with network protocols.,https://github.com/fortra/impacket
impulse,Modern Denial-of-service ToolKit.,https://github.com/LimerBoy/Impulse
inception,A FireWire physical memory manipulation and hacking tool exploiting IEEE 1394 SBP DMA.,http://www.breaknenter.org/projects/inception/
indx2csv,An advanced parser for INDX records.,https://github.com/jschicht/Indx2Csv
indxcarver,Carve INDX records from a chunk of data.,https://github.com/jschicht/IndxCarver
indxparse,A Tool suite for inspecting NTFS artifacts.,http://www.williballenthin.com/forensics/mft/indxparse/
inetsim,"A software suite for simulating common internet services in a lab environment, e.g. for analyzing the network behaviour of unknown malware samples.",http://www.inetsim.org/
infection-monkey,Automated security testing tool for networks.,https://github.com/guardicore/monkey
infip,A python script that checks output from netstat against RBLs from Spamhaus.,http://packetstormsecurity.com/files/104927/infIP.1-Blacklist-Checker.html
infoga,"Tool for gathering e-mail accounts information from different public sources (search engines, pgp key servers).",https://github.com/m4ll0k/infoga
inguma,"A free penetration testing and vulnerability discovery toolkit entirely written in python. Framework includes modules to discover hosts, gather information about, fuzz targets, brute force usernames and passwords, exploits, and a disassembler.",http://inguma.sourceforge.net
injectus,CRLF and open redirect fuzzer.,https://github.com/BountyStrike/Injectus
innounp,Inno Setup Unpacker.,https://sourceforge.net/projects/innounp/files/innounp/
inquisitor,OSINT Gathering Tool for Companies and Organizations.,https://github.com/penafieljlm/inquisitor
insanity,Generate Payloads and Control Remote Machines .,https://github.com/4w4k3/Insanity-Framework
instagramosint,An Instagram Open Source Intelligence Tool.,https://github.com/sc1341/InstagramOSINT/
instashell,Multi-threaded Instagram Brute Forcer without password limit.,https://github.com/maxrooted/instashell
intelmq,A tool for collecting and processing security feeds using a message queuing protocol.,https://github.com/certtools/intelmq
intelplot,OSINT Tool to Mark Points on Offline Map.,https://github.com/itsmehacker/IntelPlot
intensio-obfuscator,Obfuscate a python code 2 and 3.,https://github.com/Hnfull/Intensio-Obfuscator
interactsh-client,Open-Source Solution for Out of band Data Extraction.,https://github.com/projectdiscovery/interactsh
intercepter-ng,"A next generation sniffer including a lot of features: capturing passwords/hashes, sniffing chat messages, performing man-in-the-middle attacks, etc.",http://sniff.su/download.html
interlace,"Easily turn single threaded command line applications into a fast, multi-threaded application with CIDR and glob support.",https://github.com/codingo/Interlace/releases
interrogate,"A proof-of-concept tool for identification of cryptographic keys in binary material (regardless of target operating system), first and foremost for memory dump analysis and forensic usage.",https://github.com/carmaa/interrogate
intersect,Post-exploitation framework.,https://github.com/ohdae/Intersect.5
intrace,Traceroute-like application piggybacking on existing TCP connections,http://intrace.googlecode.com
inundator,"An ids evasion tool, used to anonymously inundate intrusion detection logs with false positives in order to obfuscate a real attack.",http://inundator.sourceforge.net/
inurlbr,"Advanced search in the search engines - Inurl scanner, dorker, exploiter.",https://code.google.com/p/inurlbr/
inviteflood,Flood a device with INVITE requests,https://launchpad.net/~wagungs/+archive/kali-linux/+build/4386635
invoke-cradlecrafter,PowerShell Remote Download Cradle Generator & Obfuscator.,https://github.com/danielbohannon/Invoke-CradleCrafter
invoke-dosfuscation,Cmd.exe Command Obfuscation Generator & Detection Test Harness.,https://github.com/danielbohannon/Invoke-DOSfuscation
invoke-obfuscation,PowerShell Obfuscator.,https://github.com/danielbohannon/Invoke-Obfuscation
inzider,This is a tool that lists processes in your Windows system and the ports each one listen on.,https://vidstromlabs.com/freetools/inzider/
